research_sentence	judgment
In the present study, serum 25(OH)D concentrations were measured in five- to seven-year-old children with NE and compared with those in non-enuretic children to investigate whether there was any relationship between 25(OH)D and NE as the first time in the literature.	1
Our aim was to carry out an examination of the differences between pediatric injuries due to AT and NAT regarding incidence, demographics, injury severity, and outcomes.	1
This study aims to explore the prevalence of motor impairment in Chinese migrant children and to determine the contributory factors.	1
The aim of the authors was to obtain data on the health condition of health care professionals and identify the underlying risk factors for the increased morbidity.	1
To examine the incidence and clinical and epidemiological features of TB during pregnancy and investigate infection control measures at delivery and during the postpartum period.	1
We aimed to evaluate the association between obstetric conjugate diameter (OCD) measured by ultrasonography and the type of delivery, vaginally (V) or by cesarean (C) section.	1
The objective of this study was to overexpress and purify the high-level active human bFGF in Escherichia coli (E. coli).	1
To investigate the relationship between smoking and low income in teenage and adult pregnancy, which is an important measure of poor socioeconomic status.	1
To evaluate the clinical and economic consequences of vancomycin compared with fidaxomicin in the treatment of CDI from the Canadian health care system perspective.	1
To study the co-medication effects of bupropion in combination with six individual antidepressants on body mass index (BMI) using EMR based data analysis.	1
In this study, we investigated the effect of other reducing sugars (namely, glucose and fructose) on the formation of autoantibodies.	1
Identify the probable risk factors for OAS in patients with seasonal allergic rhinitis.	1
To investigate how different levels of vascular function change during the course of pregnancy and relate these levels to each other.	1
Characterize olfactory sensitivity and identification in female adolescents and young adults with first-episode AN and young females recovered from AN.	1
to assess the most frequent causes of consultation of general physicians, both in joint consultations and clinical sessions held jointly with specialist consultant in primary care, in the urban and rural setting, and the influence on referrals to first consultations of gastroenterology.	1
To differentiate DT-P, DT-A, and DT-V using airway pressure or flow changes during the trigger-delay phase in ventilated patients.	1
To determine how frequently psoriasis patients are screened for CV risk factors in the ambulatory care setting and to identify factors affecting screening rates.	1
To estimate predictive models of growth retardation in households with children younger than five years in the department of Caldas and registered in the identification system of potential beneficiaries of social programs (Sistema de Identificaci車n de Potenciales Beneficiarios de Programas Sociales, Sisb谷n).	1
To explore the quality and/or magnitude of mycobacteria-specific T-cell responses associated with QFT reversion and persistent QFT-positivity.	1
The objectives of this study were (i) to examine the extent of the dual burden of malnutrition across different provinces in Indonesia and (ii) to determine how gender, community social capital, place of residency and other socio-economic factors affect the prevalence of the dual burden of malnutrition.	1
This study aimed to provide insight in objectively measured indoor and outdoor PA of older adults, and in PA differences by frailty levels.	1
to evaluate analytical, anthropometric and dietary factors associated with the presence of fibrosis as this is the factor that most influences survival and evolution.	1
